Case_ID,Activity,Order,Machine_Elec,kW,duration,Machine_Steam,Machine_LPG,Machine_Diesel,Machine_Gasoline,Machine_Kerosene,Heat,Waste,Worker,carbon_reduction_device,kWh
3128.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3128.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3128.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3128.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
3128.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3128.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3128.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
3128.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3128.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3129.0,Base Mixer (MachineA.3),0.0,MachineA.3,30,10.0,,,,,Boiler.1,8,9,1,238,
3129.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3129.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3129.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3129.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3129.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3129.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3129.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3129.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3129.0,Cutting (MachineJ.2),9.0,MachineJ.2,10,20.0,Cleaner.2,,,,,6,6,1,246,
3130.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3130.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3130.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3130.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3130.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3130.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3130.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3130.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
3130.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3130.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3131.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3131.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3131.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3131.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3131.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3131.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3131.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3131.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
3131.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3131.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3132.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3132.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3132.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3132.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3132.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3132.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3132.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3132.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3132.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3132.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3133.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3133.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3133.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3133.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3133.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
3133.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3133.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3133.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
3133.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3133.0,Cutting (MachineJ.2),9.0,MachineJ.2,10,20.0,Cleaner.2,,,,,6,6,1,246,
3134.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3134.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3134.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3134.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3134.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3134.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3134.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3134.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
3134.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3134.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3135.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3135.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3135.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3135.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3135.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3135.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3135.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3135.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
3135.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3135.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3136.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3136.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3136.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3136.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3136.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
3136.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3136.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3136.0,Coating (MachineH.2),7.0,MachineH.2,25,40.00000001,,Dryer.3,,,,9,8,4,241,
3136.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3136.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3137.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3137.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3137.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3137.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3137.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3137.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3137.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3137.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3137.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3137.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3138.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3138.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3138.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3138.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3138.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3138.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3138.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3138.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
3138.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3138.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3139.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3139.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3139.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3139.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3139.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3139.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3139.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3139.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3139.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3139.0,Cutting (MachineJ.2),9.0,MachineJ.2,10,20.0,Cleaner.2,,,,,6,6,1,246,
3140.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3140.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3140.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3140.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3140.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3140.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3140.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3140.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3140.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3140.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3141.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3141.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3141.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3141.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3141.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3141.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3141.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3141.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3141.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3141.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3142.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3142.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3142.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3142.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3142.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
3142.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3142.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3142.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3142.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3142.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3143.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3143.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3143.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3143.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3143.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3143.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3143.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3143.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3143.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3143.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3144.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3144.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3144.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3144.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3144.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3144.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3144.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3144.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3144.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3144.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3145.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3145.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3145.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3145.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3145.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
3145.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3145.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3145.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3145.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3145.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3146.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3146.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3146.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3146.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3146.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3146.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3146.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3146.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
3146.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3146.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3147.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3147.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3147.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3147.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3147.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3147.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3147.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3147.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3147.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3147.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3148.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3148.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3148.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3148.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3148.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
3148.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3148.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3148.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
3148.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3148.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3149.0,Base Mixer (MachineA.3),0.0,MachineA.3,30,10.0,,,,,Boiler.1,8,9,1,238,
3149.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3149.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3149.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3149.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3149.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3149.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3149.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3149.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3149.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
3150.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3150.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3150.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3150.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3150.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3150.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3150.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3150.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3150.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3150.0,Cutting (MachineJ.2),9.0,MachineJ.2,10,20.0,Cleaner.2,,,,,6,6,1,246,
3151.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
3151.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3151.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3151.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3151.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3151.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3151.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3151.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3151.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3151.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3152.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3152.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
3152.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
3152.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
3152.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
3152.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
3152.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
3152.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
3152.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
3152.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
3153.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
3153.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
